rank,frequency,word_hi,word_en
1279,95,वस्त्र,vastra
1280,95,लक्ष्मी,lakṣmī
1281,95,रूक,rūk
1282,95,मुक्ति,mukti
1283,95,प्रोटीन,proṭīn
1284,95,चलकर,calkar
1285,95,गंभीर,gambhīr
1286,95,आधी,ādhī
1287,95,अंकन,aṅkan
1288,94,हिंदी,hindī
1289,94,शान्त,śānt
1290,94,शांति,śānti
1291,94,वर्गों,vargõ
1292,94,वृक्षों,vŕkṣõ
1293,94,रोगों,rogõ
1294,94,बम्बई,bambaī
1295,94,प्रथा,prathā
1296,94,चीजों,cījõ
1297,94,अतएव,ataev
1298,93,सकती,saktī
1299,93,महिलाओं,mahilāõ
1300,93,बाह्य,bāhya
1301,93,प्रेरित,prerit
1302,93,निहित,nihit
1303,93,दिखाया,dikhāyā
1304,93,डालने,ḍālne
1305,93,डेढ़,ḍeṛh
1306,93,गैर,gair
1307,92,सम्पत्ति,sampatti
1308,92,श्रद्धा,śraddhā
1309,92,वार्ता,vārtā
1310,92,लड़कों,laṛkõ
1311,92,मानने,mānne
1312,92,मुझ,mujh
1313,92,नमक,namak
1314,92,छवि,chavi
1315,92,चाचा,cācā
1316,92,चलो,calo
1317,92,करेगा,karegā
1318,91,हिमाचल,himācal
1319,91,स्मिता,smitā
1320,91,स्थल,sthal
1321,91,रखती,rakhtī
1322,91,रकम,rakam
1323,91,पहुंचने,pahuñcne
1324,91,नाना,nānā
1325,91,दरवाजा,darvājā
1326,91,दुकान,dukān
1327,91,ठोस,ṭhos
1328,91,जेब,jeb
1329,91,चिन्तन,cintan
1330,91,गर्मी,garmī
1331,91,खरीद,kharīd
1332,91,क्रांति,krānti
1333,91,ऋतु,ŕtu
1334,90,सुनाई,sunāī
1335,90,विद्यालयों,vidyālyõ
1336,90,लिखने,likhne
1337,90,लखनऊ,lakhnaū
1338,90,राग,rāg
1339,90,बरस,baras
1340,90,ब्रज,braj
1341,90,पश्चात,paścāt
1342,90,डाली,ḍālī
1343,90,गृह,gŕh
1344,90,अकाली,akālī
1345,89,सावधानी,sāvdhānī
1346,89,सेवन,sevan
1347,89,स्वतन्त्रता,svatantratā
1348,89,शून्य,śūnya
1349,89,विद्यार्थियों,vidyārthiyõ
1350,89,मोटी,moṭī
1351,89,भ्रष्टाचार,bhraṣṭācār
1352,89,देह,deh
1353,89,तेरे,tere
1354,89,कार्रवाई,kārravāī
1355,89,कार्यवाही,kāryavāhī
1356,89,इस्लाम,islām
1357,89,आश्रम,āśram
1358,89,आकर्षण,ākarṣaṇ
1359,88,हिस्से,hisse
1360,88,सम्राट,samrāṭ
1361,88,परेशान,pareśān
1362,88,परम्परागत,paramparāgat
1363,88,दिसम्बर,disambar
1364,88,जनसंख्या,jansaṅkhyā
1365,88,घोषित,ghoṣit
1366,88,ऋषि,ŕṣi
1367,88,अखबार,akhbār
1368,87,रूपों,rūpõ
1369,87,भस्म,bhasma
1370,87,बगल,bagal
1371,87,परिस्थिति,paristhiti
1372,87,निगम,nigam
1373,87,नारायण,nārāyaṇ
1374,87,तुरंत,turant
1375,87,ढोला,ḍholā
1376,87,डालकर,ḍālkar
1377,87,चावल,cāval
1378,87,गणेश,gaṇeś
1379,87,कार्यक्रमों,kāryakramõ
1380,87,उठी,uṭhī
1381,87,ईश्वर,īśvar
1382,87,आतंकवादी,ātaṅkvādī
1383,87,आँख,ā̃kh
1384,87,अदालत,adālat
1385,86,होटल,hoṭal
1386,86,हार,hār
1387,86,हजारों,hajārõ
1388,86,संदेह,sandeh
1389,86,संक्षिप्त,saṅkṣipt
1390,86,विद्वान,vidvān
1391,86,व्रत,vrat
1392,86,महत्व,mahatva
1393,86,भयंकर,bhayaṅkar
1394,86,बेहतर,behtar
1395,86,ब्रिटिश,briṭiś
1396,86,प्रिय,priya
1397,86,नियुक्त,niyukt
1398,86,गम्भीर,gambhīr
1399,86,उक्त,ukt
1400,86,अमल,amal
1401,85,हवाई,havāī
1402,85,हरे,hare
1403,85,स्वर्णमंदिर,svarṇamandir
1404,85,ली,lī
1405,85,मामला,māmlā
1406,85,मछली,machlī
1407,85,बचपन,bacpan
1408,85,बैंकों,ba͠ikõ
1409,85,पान,pān
1410,85,प्राण,prāṇ
1411,85,प्रतिक्रिया,pratikriyā
1412,85,जीवाणु,jīvāṇu
1413,85,छाती,chātī
1414,85,गढ़वाल,gaṛhvāl
1415,85,खुला,khulā
1416,85,कार,kār
1417,85,क्रियाओं,kriyāõ
1418,85,अम्मा,ammā
1419,85,अंगों,aṅgõ
1420,84,सन्देह,sandeh
1421,84,विवाद,vivād
1422,84,लड़कियों,laṛkiyõ
1423,84,बाहरी,bāhrī
1424,84,बारी,bārī
1425,84,प्लेग,pleg
1426,84,पुरुष,puruṣ
1427,84,दोपहर,dophar
1428,84,तमिल,tamil
1429,84,चौधरी,caudhrī
1430,84,आचरण,ācraṇ
1431,84,अनाज,anāj
1432,83,ही,hī
1433,83,सिरे,sire
1434,83,साढ़े,sāṛhe
1435,83,संयोग,sãyog
1436,83,विमर्श,vimarś
1437,83,विधियों,vidhiyõ
1438,83,व्यावहारिक,vyāvhārik
1439,83,वचन,vacan
1440,83,रात्रि,rātri
1441,83,भावों,bhāvõ
1442,83,भेंट,bhẽṭ
1443,83,बुआई,buāī
1444,83,पैरों,pairõ
1445,83,पुराना,purānā
1446,83,प्रतीक्षा,pratīkṣā
1447,83,पत्रों,patrõ
1448,83,पड़ेगा,paṛegā
1449,83,जाओ,jāo
1450,83,किस्मों,kismõ
1451,83,किन,kin
1452,83,उठे,uṭhe
1453,83,आचार्य,ācārya
1454,83,आई,āī
1455,83,अफ्रीका,aphrīkā
1456,83,अतीत,atīt
1457,82,हल्के,halke
1458,82,सागर,sāgar
1459,82,शाह,śāh
1460,82,शान्ति,śānti
1461,82,विदेश,videś
1462,82,वजन,vajan
1463,82,लाखों,lākhõ
1464,82,प्रारंभ,prārambh
1465,82,प्राणियों,prāṇiyõ
1466,82,निर्देश,nirdeś
1467,82,दावा,dāvā
1468,82,दे,de
1469,82,चाहा,cāhā
1470,82,उदास,udās
1471,82,उत्तरी,uttarī
1472,82,असली,aslī
1473,81,हिम्मत,himmat
1474,81,हरी,harī
1475,81,स्नेह,sneh
1476,81,शासक,śāsak
1477,81,बदले,badle
1478,81,बचाने,bacāne
1479,81,प्रतिनिधि,pratinidhi
1480,81,दरअसल,daraasal
1481,81,देखभाल,dekhbhāl
1482,81,तने,tane
1483,81,जानती,jāntī
1484,81,केंद्र,kendra
1485,81,औषधि,auṣdhi
1486,81,उत्सव,utsav
1487,81,इनसे,inse
1488,80,साथियों,sāthiyõ
1489,80,संसाधन,sansādhan
1490,80,सदन,sadan
1491,80,सूखे,sūkhe
1492,80,संकल्प,saṅkalp
1493,80,शक्तिशाली,śaktiśālī
1494,80,व्यर्थ,vyarth
1495,80,मिश्रण,miśraṇ
1496,80,बोरोन,boron
1497,80,निकालने,nikālne
1498,80,घूम,ghūm
1499,80,गुस्सा,gussā
1500,80,क्षति,kṣati
1501,80,उठती,uṭhtī
1502,80,अरब,arab
1503,80,अत्यंत,atyant
1504,80,अक्षर,akṣar
1505,79,संस्थानों,sansthānõ
1506,79,सुपर,supar
1507,79,संगठनों,saṅgaṭhnõ
1508,79,विशेषकर,viśeṣkar
1509,79,वेद,ved
1510,79,महाराजा,mahārājā
1511,79,भरत,bharat
1512,79,बोझ,bojh
1513,79,बादल,bādal
1514,79,बयान,bayān
1515,79,पत्तियां,pattiyā̃
1516,79,चढ़,caṛh
1517,79,उम्मीद,ummīd
1518,79,उपेक्षा,upekṣā
1519,78,सिद्धान्तों,siddhāntõ
1520,78,स्व,sva
1521,78,सुनते,sunte
1522,78,सकते,sakte
1523,78,रबड़,rabaṛ
1524,78,मेल,mel
1525,78,मेकअप,mekaap
1526,78,भूत,bhūt
1527,78,बनते,bante
1528,78,प्रशंसा,praśansā
1529,78,प्रतिदिन,pratidin
1530,78,पूछ,pūch
1531,78,दबाव,dabāv
1532,78,दण्ड,daṇḍ
1533,78,टुकड़े,ṭukṛe
1534,78,गहराई,gahrāī
1535,78,खींच,khī̃c
1536,78,उर्वरक,urvarak
1537,77,हिंसा,hinsā
1538,77,साधना,sādhnā
1539,77,सेवाओं,sevāõ
1540,77,सर्वथा,sarvathā
1541,77,लेखन,lekhan
1542,77,परेशानी,pareśānī
1543,77,प्रताप,pratāp
1544,77,पेड़ों,peṛõ
1545,77,चेष्टा,ceṣṭā
1546,76,व्याकरण,vyākraṇ
1547,76,लाइसेंस,lāisẽs
1548,76,ललित,lalit
1549,76,रूस,rūs
1550,76,मील,mīl
1551,76,बर्फ,barph
1552,76,पाप,pāp
1553,76,पुत्री,putrī
1554,76,दफ्तर,daphtar
1555,76,जानवर,jānvar
1556,76,गाने,gāne
1557,76,कार्यकर्ता,kāryakartā
1558,76,कलाकारों,kalākārõ
1559,76,करता,kartā
1560,76,उत्पाद,utpād
1561,76,आएँ,āẽ
1562,75,सोचते,socte
1563,75,सीख,sīkh
1564,75,सास,sās
1565,75,वीणा,vīṇā
1566,75,यूरेनियम,yūreniyam
1567,75,मौलिक,maulik
1568,75,मारने,mārne
1569,75,मुहम्मद,muhammad
1570,75,बिल,bil
1571,75,बचत,bacat
1572,75,प्रावधान,prāvdhān
1573,75,पचास,pacās
1574,75,नागरिक,nāgrik
1575,75,नेहरू,nehrū
1576,75,देन,den
1577,75,गिरने,girne
1578,75,गहरे,gahre
1579,75,उपन्यास,upanyās
1580,75,इलाके,ilāke
1581,75,आन्तरिक,āntarik
1582,74,हिन्दुस्तान,hindustān
1583,74,संसद,sansad
1584,74,स्वीकृति,svīkŕti
1585,74,संपर्क,sampark
1586,74,विभाजन,vibhājan
1587,74,लौटने,lauṭne
1588,74,यूरोप,yūrop
1589,74,मंच,mañc
1590,74,भाग्य,bhāgya
1591,74,बेहद,behad
1592,74,बुलाया,bulāyā
1593,74,पाए,pāe
1594,74,प्रयोगशाला,prayogśālā
1595,74,प्रमाणित,pramāṇit
1596,74,प्रभावशाली,prabhāvśālī
1597,74,जीत,jīt
1598,74,जानवरों,jānavrõ
1599,74,गुस्से,gusse
1600,74,गर्दन,gardan
1601,74,गुरू,gurū
1602,74,अधिकतम,adhiktam
1603,73,सृष्टि,sŕṣṭi
1604,73,शिक्षित,śikṣit
1605,73,शहद,śahad
1606,73,वरन,varan
1607,73,रोम,rom
1608,73,बदन,badan
1609,73,फैला,phailā
1610,73,फेंक,phẽk
1611,73,पिछड़े,pichṛe
1612,73,परिश्रम,pariśram
1613,73,परिवारों,parivārõ
1614,73,परिभाषा,paribhāṣā
1615,73,प्रारम्भिक,prārambhik
1616,73,पुरुषों,puruṣõ
1617,73,निरीक्षण,nirīkṣaṇ
1618,73,दास,dās
1619,73,देव,dev
1620,73,ताकत,tākat
1621,73,तंत्र,tantra
1622,73,तत्कालीन,tatkālīn
1623,73,तकनीक,taknīk
1624,73,चलाने,calāne
1625,73,गठन,gaṭhan
1626,73,अनुभूति,anubhūti
1627,72,हिन्दुओं,hinduõ
1628,72,हिंदू,hindū
1629,72,हालांकि,hālāṅki
1630,72,सामूहिक,sāmūhik
1631,72,सरकारों,sarkārõ
1632,72,संयंत्र,sãyantra
1633,72,सुंदर,sundar
1634,72,सृजन,sŕjan
1635,72,वैसी,vaisī
1636,72,लावनी,lāvnī
1637,72,लक्षणों,lakṣaṇõ
1638,72,राहुलजी,rāhuljī
1639,72,युवा,yuvā
1640,72,मूर्ति,mūrti
1641,72,बेर,ber
1642,72,पाण्डु,pāṇḍu
1643,72,ध्रुपद,dhrupad
1644,72,तथ्यों,tathyõ
1645,72,ढेर,ḍher
1646,72,जायें,jāyẽ
1647,72,ग्रन्थों,granthõ
1648,72,गणित,gaṇit
1649,72,कहानियों,kahāniyõ
1650,72,अशोक,aśok
1651,71,साबित,sābit
1652,71,समझना,samajhnā
1653,71,संज्ञा,sañjñā
1654,71,शांत,śānt
1655,71,श्रीलंका,śrīlaṅkā
1656,71,श्रमिक,śramik
1657,71,शर्त,śart
1658,71,लिपि,lipi
1659,71,मानवीय,mānvīya
1660,71,पक्षियों,pakṣiyõ
1661,71,निवासी,nivāsī
1662,71,तुलनात्मक,tulnātmak
1663,71,चमक,camak
1664,71,गोल,gol
1665,71,खाकर,khākar
1666,71,कोट,koṭ
1667,71,इंच,iñc
1668,71,आसन,āsan
1669,71,अकेला,akelā
1670,70,शर्मा,śarmā
1671,70,विश्वविद्यालय,viśvavidyālay
1672,70,विधायक,vidhāyak
1673,70,वर्मा,varmā
1674,70,वैद्य,vaidya
1675,70,राजस्थानी,rājasthānī
1676,70,मानना,mānnā
1677,70,भरपूर,bharpūr
1678,70,भगत,bhagat
1679,70,बस्ती,bastī
1680,70,बैठने,baiṭhne
1681,70,प्रतिभा,pratibhā
1682,70,प्रजा,prajā
1683,70,प्रकोप,prakop
1684,70,नायक,nāyak
1685,70,दोस्त,dost
1686,70,तिवारी,tivārī
1687,70,घड़ी,ghaṛī
1688,70,गलती,galtī
1689,70,कार्बन,kārban
1690,70,उपचार,upcār
1691,70,ईसाई,īsāī
1692,70,आवेदन,āvedan
1693,70,आयुर्वेद,āyurved
1694,70,आदर,ādar
1695,70,अत्याचार,atyācār
1696,69,हिमालय,himālay
1697,69,हंस,hans
1698,69,सोचता,soctā
1699,69,विश्वनाथ,viśvanāth
1700,69,वेतन,vetan
1701,69,मथुरा,mathurā
1702,69,भाभी,bhābhī
1703,69,भेजे,bheje
1704,69,ब्यूरो,byūro
1705,69,बनती,bantī
1706,69,पक्षों,pakṣõ
1707,69,घरेलू,gharelū
1708,69,गणना,gaṇnā
1709,69,कहलाता,kahlātā
1710,69,कलावती,kalāvtī
1711,69,करना,karnā
1712,69,उदाहरणार्थ,udāharṇārth
1713,69,उड़,uṛ
1714,69,आघात,āghāt
1715,68,हमला,hamlā
1716,68,व्यावसायिक,vyāvsāyik
1717,68,लोकप्रिय,lokapriya
1718,68,रेलवे,relve
1719,68,मिश्रित,miśrit
1720,68,महान,mahān
1721,68,मेहनत,mehnat
1722,68,बिन्दु,bindu
1723,68,फलतः,phaltaḥ
1724,68,प्रोफेसर,prophesar
1725,68,प्रचलन,praclan
1726,68,औसत,ausat
1727,68,एकाएक,ekāek
1728,68,उपस्थिति,upasthiti
1729,68,उन्नति,unnati
1730,68,आधे,ādhe
1731,68,अली,alī
1732,67,सरस्वती,sarasvatī
1733,67,समर्थ,samarth
1734,67,सम्भवतः,sambhavtaḥ
1735,67,सड़कों,saṛkõ
1736,67,विशेषज्ञ,viśeṣajña
1737,67,विद्रोह,vidroh
1738,67,वात,vāt
1739,67,व्यस्त,vyast
1740,67,लाकर,lākar
1741,67,राव,rāv
1742,67,योजनाओं,yojnāõ
1743,67,मंत्र,mantra
1744,67,बताने,batāne
1745,67,बताते,batāte
1746,67,प्रश्नों,praśnõ
1747,67,पकड़ा,pakṛā
1748,67,नोट,noṭ
1749,67,निवेदन,nivedan
1750,67,न्याय,nyāy
1751,67,धूल,dhūl
1752,67,दाने,dāne
1753,67,दान,dān
1754,67,देवीगढ़,devīgaṛh
1755,67,तरल,taral
1756,67,कोरियाई,koriyāī
1757,67,किलोमीटर,kilomīṭar
1758,67,किताब,kitāb
1759,67,क्षमा,kṣamā
1760,67,इंजन,iñjan
1761,67,आए,āe
1762,67,असफल,asphal
1763,66,हल्की,halkī
1764,66,सावित्री,sāvitrī
1765,66,सरदार,sardār
1766,66,सगर्भता,sagarbhatā
1767,66,शुभ,śubh
1768,66,लहर,lahar
1769,66,लेखा,lekhā
1770,66,मासिक,māsik
1771,66,मद्रास,madrās
1772,66,मंगल,maṅgal
1773,66,भली,bhalī
1774,66,भेजने,bhejne
1775,66,बिजलीघर,bijlīghar
1776,66,बनाता,banātā
1777,66,पवित्र,pavitra
1778,66,परिषद,pariṣad
1779,66,परि,pari
1780,66,पूछा,pūchā
1781,66,नौकर,naukar
1782,66,निकालकर,nikālkar
1783,66,नासिक्य,nāsikya
1784,66,तापमान,tāpmān
1785,66,तरीका,tarīkā
1786,66,झूठ,jhūṭh
1787,66,जाती,jātī
1788,66,छुट्टी,chuṭṭī
1789,66,घाट,ghāṭ
1790,66,गोबर,gobar
1791,66,कामों,kāmõ
1792,66,कश्मीर,kaśmīr
1793,66,ऊंची,ūñcī
1794,66,उन्नत,unnat
1795,66,आजाद,ājād
1796,66,आग्रह,āgrah
1797,66,अमृतसर,amŕtsar
1798,66,अनु,anu
1799,66,अद्भुत,adbhut
1800,66,अतः,ataḥ
1801,65,सिखों,sikhõ
1802,65,साधु,sādhu
1803,65,संदेश,sandeś
1804,65,लिखित,likhit
1805,65,लेप,lep
1806,65,मर्यादा,maryādā
1807,65,मेज,mej
1808,65,मुख्यतः,mukhyataḥ
1809,65,भाजपा,bhājpā
1810,65,बेकार,bekār
1811,65,पैदावार,paidāvār
1812,65,नाश,nāś
1813,65,दलों,dalõ
1814,65,जापान,jāpān
1815,65,गोपाल,gopāl
1816,65,कोशिकाओं,kośikāõ
1817,65,काटने,kāṭne
1818,65,कूद,kūd
1819,65,उपदेश,updeś
1820,65,उड़ान,uṛān
1821,65,अंतरिक्ष,antrikṣ
1822,64,सहसा,sahsā
1823,64,व्यास,vyās
1824,64,मित्रों,mitrõ
1825,64,भोग,bhog
1826,64,बुला,bulā
1827,64,प्रातः,prātaḥ
1828,64,पढ़ा,paṛhā
1829,64,पढ़ते,paṛhte
1830,64,घोड़ा,ghoṛā
1831,64,गुफा,guphā
1832,64,खुल,khul
1833,64,खुराक,khurāk
1834,64,उपायों,upāyõ
1835,64,उपयोगिता,upyogitā
1836,64,इलाज,ilāj
1837,64,आवाज़,āvāz
1838,64,आलू,ālū
1839,63,हटा,haṭā
1840,63,स्वस्तिक,svastik
1841,63,समीक्षा,samīkṣā
1842,63,संक्रमण,saṅkramaṇ
1843,63,सैकड़ों,saikṛõ
1844,63,शोर,śor
1845,63,शब्दावली,śabdāvlī
1846,63,यौगिक,yaugik
1847,63,मना,manā
1848,63,मंडल,maṇḍal
1849,63,बचने,bacne
1850,63,प्रेमनाथ,premnāth
1851,63,परम,param
1852,63,निधि,nidhi
1853,63,नेताजी,netājī
1854,63,चुनौती,cunautī
1855,63,गौतम,gautam
1856,63,खिड़की,khiṛkī
1857,63,किस्में,kismẽ
1858,63,करते,karte
1859,63,कटाई,kaṭāī
1860,63,असाधारण,asādhāraṇ
1861,62,स्मरण,smaraṇ
1862,62,समग्र,samagra
1863,62,सुनी,sunī
1864,62,रेडियो,reḍiyo
1865,62,मामूली,māmūlī
1866,62,बीमार,bīmār
1867,62,फायदा,phāydā
1868,62,पुराणों,purāṇõ
1869,62,प्रस्तावों,prastāvõ
1870,62,प्रधानता,pradhāntā
1871,62,पन्द्रह,pandrah
1872,62,नाव,nāv
1873,62,तुल्फ,tulph
1874,62,तत्काल,tatkāl
1875,62,जोड़ा,joṛā
1876,62,चाल,cāl
1877,62,चूहे,cūhe
1878,62,चलना,calnā
1879,62,गाया,gāyā
1880,62,गला,galā
1881,62,खैर,khair
1882,62,कोर्ट,korṭ
1883,62,कराना,karānā
1884,62,कंपनी,kampnī
1885,62,इसने,isne
1886,62,इनको,inko
1887,62,अर्थव्यवस्था,arthavyavasthā
1888,62,अंचल,añcal
1889,61,हल्का,halkā
1890,61,सुनिश्चित,suniścit
1891,61,वरना,varnā
1892,61,बुनियादी,buniyādī
1893,61,दैनिक,dainik
1894,61,जुड़े,juṛe
1895,61,घुस,ghus
1896,61,खुली,khulī
1897,61,कुमार,kumār
1898,61,कुमाऊँ,kumāū̃
1899,61,आंगन,āṅgan